title_length,view_count,like_count,comment_count,video_length,tag_count,category_id,channel_subscriber_count
49,3066258,20822,1255,1086,29,26,77300000
46,1328279,11092,643,902,41,26,77300000
41,2349368,15787,918,952,35,26,77300000
32,2257799,19025,806,1655,40,26,77300000
35,13279987,85100,3109,1218,43,26,77300000
55,119503,2456,149,1055,33,26,77300000
47,646681,10144,393,910,27,26,77300000
53,27339877,195511,7741,1446,35,26,77300000
43,315654,5313,295,968,29,26,77300000
43,13393957,62256,4415,2340,43,26,77300000
47,3782946,26719,1286,1055,37,26,77300000
36,314615,6428,190,618,35,26,77300000
54,23483639,191523,3404,783,36,26,77300000
31,30458109,176557,8696,3838,45,26,77300000
55,9060981,59527,1966,623,34,26,77300000
53,27519754,122347,5780,1095,38,26,77300000
54,4320358,42332,1800,753,40,26,77300000
36,7144941,30969,1456,768,29,26,77300000
41,742012,9681,466,894,42,26,77300000
61,2165126,11233,593,3381,39,26,77300000
38,184774,5453,189,936,33,26,77300000
59,457050,8239,353,2314,35,26,77300000
52,1037415,10511,544,996,48,26,77300000
42,1151733,25440,437,1178,39,26,77300000
44,1014742,11425,651,1148,37,26,77300000
41,1191988,19194,754,586,42,26,77300000
53,164204,2720,181,1173,38,26,77300000
59,1097302,12574,539,1154,48,26,77300000
62,13061331,53830,3163,1118,40,26,77300000
51,834565,14481,481,954,36,26,77300000
47,1038045,9745,616,1260,43,26,77300000
45,3894040,55236,3393,1028,37,26,77300000
58,1245830,13520,654,857,35,26,77300000
30,4470178,29667,1057,905,35,26,77300000
55,4475424,21399,1456,1078,45,26,77300000
29,867333,11706,385,1000,44,26,77300000
54,11383804,47079,1852,796,38,26,77300000
29,16596634,132248,6463,982,37,26,77300000
41,3242418,32165,1473,947,31,26,77300000
47,2017554,20848,648,904,40,26,77300000
49,1231811,9789,547,918,43,26,77300000
39,357011,7060,226,981,41,26,77300000
55,2723743,15568,716,949,34,26,77300000
24,1291600,9697,597,1404,37,26,77300000
30,7508610,47032,2759,947,43,26,77300000
45,2722619,37391,1241,903,42,26,77300000
69,4608150,27853,1841,1876,41,26,77300000
39,106221,2194,227,962,32,26,77300000
61,1514554,16473,930,792,39,26,77300000
48,284206683,1598618,87133,1103,45,26,77300000
58,4163455,15160,789,1118,38,26,77300000
42,775599,8738,685,1331,44,26,77300000
45,13904413,46739,2776,1054,37,26,77300000
51,478446,4456,712,710,31,26,77300000
74,7655282,33073,1354,739,38,26,77300000
55,22889641,111137,4762,1424,39,26,77300000
46,18559923,180190,2326,644,32,26,77300000
32,3890888,19951,1119,871,36,26,77300000
42,3305466,30426,1021,852,46,26,77300000
47,292753,4036,316,617,31,26,77300000
51,3185028,23268,896,1078,42,26,77300000
60,588310,6188,369,868,40,26,77300000
54,279861,3526,251,704,34,26,77300000
46,7353239,43247,1381,989,36,26,77300000
51,813297,7182,373,548,41,26,77300000
32,190208,3087,314,895,30,26,77300000
50,655083,7638,480,853,40,26,77300000
39,1719638,11478,496,972,36,26,77300000
38,8273709,37086,925,545,45,26,77300000
46,451786,5501,329,909,43,26,77300000
52,17598115,95719,3258,821,42,26,77300000
37,3743341,23175,951,888,41,26,77300000
52,16496132,67931,3585,816,33,26,77300000
45,762485,6977,571,1053,36,26,77300000
47,857474,8220,497,1138,36,26,77300000
46,1451902,13024,527,985,38,26,77300000
45,634205,5290,195,574,20,26,77300000
48,9949888,57542,2111,2670,38,26,77300000
32,627186,8648,419,947,40,26,77300000
44,7433146,43809,1201,1202,42,26,77300000
44,409590,8547,294,1087,31,26,77300000
39,9195193,36066,1913,742,42,26,77300000
59,2741537,17796,1038,939,36,26,77300000
51,9676902,67312,2145,961,40,26,77300000
51,1626764,12461,771,2377,44,26,77300000
44,1289856,8836,499,660,44,26,77300000
59,1515029,12465,1041,880,43,26,77300000
40,273999,3789,260,664,37,26,77300000
56,526132,5363,309,892,34,26,77300000
72,204108,3292,201,746,33,26,77300000
51,652139,7411,415,898,35,26,77300000
40,7429205,39752,1464,925,40,26,77300000
57,4768089,27133,1410,978,38,26,77300000
47,113259829,652086,26633,1065,35,26,77300000
41,4031380,32414,1146,979,39,26,77300000
53,1343940,19395,377,829,26,26,77300000
61,43404020,256691,9633,951,38,26,77300000
32,775473,6687,441,895,43,26,77300000
36,160237,2229,186,888,35,26,77300000
51,3743410,39972,1068,1057,43,26,77300000
42,1120714,8399,444,869,35,26,77300000
24,6653431,46453,873,902,41,26,77300000
64,2952141,13715,996,2705,44,26,77300000
51,727720,7064,392,864,46,26,77300000
51,116331,1873,176,871,46,26,77300000
63,11092162,53446,1880,1006,37,26,77300000
42,1286737,9323,493,918,43,26,77300000
55,2393583,17161,386,903,31,26,77300000
48,12742732,103791,3364,921,37,26,77300000
40,5420103,31542,1647,946,43,26,77300000
38,495361,6794,315,888,39,26,77300000
44,1847287,16226,678,731,44,26,77300000
54,572051,7183,600,1209,42,26,77300000
67,4744153,36945,2903,902,36,26,77300000
62,864270,8507,402,561,41,26,77300000
46,48255805,252895,10430,980,38,26,77300000
58,218367,2927,207,856,41,26,77300000
32,671994,8910,396,947,42,26,77300000
63,1482699,7455,334,658,48,26,77300000
55,584842,11118,210,1392,32,26,77300000
29,374284,6627,235,904,36,26,77300000
47,8086526,38208,2152,941,35,26,77300000
30,213410,3053,270,878,43,26,77300000
55,1640389,11020,647,892,37,26,77300000
43,512418,4538,262,877,39,26,77300000
63,1152400,27511,829,867,42,26,77300000
45,1908657,12951,760,1606,44,26,77300000
55,781820,5365,316,504,33,26,77300000
75,296861,2638,172,968,41,26,77300000
46,8534799,48051,1738,1143,37,26,77300000
37,11231682,61297,3483,1179,43,26,77300000
46,1570863,13465,474,900,39,26,77300000
65,2913230,10936,812,2514,48,26,77300000
47,593228,5742,329,622,44,26,77300000
42,5600298,35391,1863,1041,41,26,77300000
49,42939672,155064,3794,959,31,26,77300000
49,7741529,21460,1049,675,36,26,77300000
31,133065,1930,145,510,32,26,77300000
46,50020321,233768,8678,956,39,26,77300000
45,8775286,44119,2369,1270,40,26,77300000
50,260388,2610,179,1089,36,26,77300000
68,2696073,12132,680,2891,45,26,77300000
36,224602,3100,233,920,40,26,77300000
54,807813,6287,190,823,36,26,77300000
47,1104748,9041,506,1235,41,26,77300000
51,430714,5293,328,930,41,26,77300000
43,17303014,73818,3046,911,43,26,77300000
39,388798,4121,244,960,43,26,77300000
31,894081,7090,409,886,38,26,77300000
57,190648,4596,154,939,42,26,77300000
51,382381,4100,278,910,42,26,77300000
47,1793722,9767,589,887,37,26,77300000
58,867383,11085,1363,854,41,26,77300000
39,1432102,9034,495,631,40,26,77300000
35,2067874,12027,498,1585,45,26,77300000
28,330250,3396,187,901,43,26,77300000
27,820913,6813,419,972,40,26,77300000
65,1762360,15391,827,951,43,26,77300000
63,325549,2202,116,879,37,26,77300000
60,7883559,32451,2194,1012,40,26,77300000
46,7423243,45738,1672,844,41,26,77300000
62,448902,5736,211,721,37,26,77300000
27,3919050,21884,1152,893,40,26,77300000
62,3889349,25119,885,496,40,26,77300000
55,14643586,100452,11122,1122,44,26,77300000
44,272060,3615,200,607,44,26,77300000
43,2497473,14388,607,880,45,26,77300000
32,682663,7040,368,571,49,26,77300000
26,2914738,23585,1368,1157,42,26,77300000
40,21326449,175265,6715,821,45,26,77300000
48,28327348,276913,8238,857,37,26,77300000
38,445723,5042,345,617,37,26,77300000
49,2363375,17948,1061,1175,34,26,77300000
39,1365353,9548,415,796,39,26,77300000
63,1782439,15620,697,1198,45,26,77300000
44,620086,6436,377,1054,39,26,77300000
41,12042882,44951,1688,901,41,26,77300000
49,824858,8810,327,483,48,26,77300000
61,16789321,60555,2761,772,40,26,77300000
28,146793,2281,153,914,35,26,77300000
56,539650,6407,342,2396,46,26,77300000
66,882196,8103,440,746,38,26,77300000
38,365727,4973,244,395,39,26,77300000
50,5483971,22497,1165,919,45,26,77300000
51,2085454,10601,449,1088,49,26,77300000
71,22079743,193616,5828,827,37,26,77300000
43,3887149,23579,1106,1114,41,26,77300000
48,1077152,7266,405,1124,36,26,77300000
42,141001,1873,167,899,36,26,77300000
36,10250256,52099,1826,1158,42,26,77300000
43,400642,5831,375,1403,39,26,77300000
39,157742,2351,195,994,34,26,77300000
51,2390925,18090,737,992,38,26,77300000
45,1622128,12593,556,882,44,26,77300000
45,3257364,36329,2679,1167,36,26,77300000
30,8071846,33388,1459,513,40,26,77300000
53,5826012,30159,2282,1038,40,26,77300000
52,784177,9405,1784,1077,41,26,77300000
67,3312515,12159,634,861,45,26,77300000
36,25165444,79269,4676,1212,42,26,77300000
54,163875,2153,128,964,44,26,77300000
30,13739167,89725,2845,714,38,26,77300000
51,28794861,116205,7338,1193,43,26,77300000
32,679764,4766,207,810,40,26,77300000
58,920280,9016,360,962,44,26,77300000
35,1693805,10850,945,979,40,26,77300000
63,156484,4439,121,1083,39,26,77300000
42,652659,5582,441,957,40,26,77300000
33,8664716,43274,2774,1165,50,26,77300000
41,104432,1735,145,1056,39,26,77300000
48,2356139,15447,724,590,39,26,77300000
32,1478622,8707,435,917,44,26,77300000
45,6824946,18456,685,926,35,26,77300000
51,1411182,10683,588,650,40,26,77300000
44,2343501,10716,440,1114,38,26,77300000
26,533540,5520,243,948,43,26,77300000
30,4288948,34544,1340,1173,42,26,77300000
57,2128220,12763,583,986,44,26,77300000
28,8374922,50510,5172,1066,47,26,77300000
57,2938540,15264,573,993,41,26,77300000
48,6827070,24578,1238,1145,48,26,77300000
37,137932,2464,154,911,45,26,77300000
46,5119263,22974,1299,1231,37,26,77300000
57,3554489,16609,920,899,41,26,77300000
43,2156391,15603,487,948,42,26,77300000
51,756452,5902,306,896,41,26,77300000
42,1047237,8826,295,1060,41,26,77300000
39,1821664,9620,570,899,34,26,77300000
49,3893488,24063,619,899,46,26,77300000
33,1978312,11094,561,1072,46,26,77300000
52,151249,1760,117,1041,41,26,77300000
50,365974,4630,198,906,45,26,77300000
52,770492,7172,391,1163,47,26,77300000
47,630104,4952,231,951,35,26,77300000
29,1025751,9355,288,933,45,26,77300000
34,7774758,56033,1510,1023,45,26,77300000
41,439266,2555,205,1175,39,26,77300000
46,3575891,31068,557,915,45,26,77300000
31,3282252,23401,1366,1123,44,26,77300000
51,604787,5637,307,859,48,26,77300000
37,2135922,15171,776,984,42,26,77300000
46,557323,3946,278,1070,36,26,77300000
41,5548859,28670,1009,898,37,26,77300000
44,6821705,35828,1757,3846,47,26,77300000
62,326807,4315,218,954,36,26,77300000
42,3001149,21472,1029,989,33,26,77300000
51,3762523,20388,1031,903,36,26,77300000
31,239107,3826,188,907,28,26,77300000
51,883461,8920,388,1030,38,26,77300000
50,1589029,13593,585,1163,35,26,77300000
57,1551091,10355,1318,1058,40,26,77300000
38,1831262,8567,632,962,36,26,77300000
42,22838171,91280,3129,904,41,26,77300000
43,194490,3736,88,1035,32,26,77300000
57,7992544,82746,1087,1030,34,26,77300000
46,1047266,8882,392,1181,39,26,77300000
49,347111,3613,684,740,32,26,77300000
44,687688,8037,317,615,40,26,77300000
31,4586833,26887,0,903,50,26,77300000
33,134730,3801,84,932,36,26,77300000
47,1511283,14095,649,1148,46,26,77300000
46,1260913,8750,464,994,42,26,77300000
35,481540,6027,251,910,40,26,77300000
39,1913669,11414,416,605,37,26,77300000
48,9807212,42761,1299,916,49,26,77300000
40,372233,3825,599,956,35,26,77300000
53,6015089,27543,983,986,50,26,77300000
32,4526683,45410,835,920,33,26,77300000
55,84608,1576,122,1048,51,26,77300000
53,921187,7382,301,1022,41,26,77300000
32,6204788,28570,1023,970,34,26,77300000
35,19647352,38815,879,968,38,26,77300000
46,2976490,13950,541,350,44,26,77300000
42,1309250,10376,523,913,44,26,77300000
57,530529,7732,133,2457,48,26,77300000
50,2334204,14075,536,1061,50,26,77300000
48,288927,3630,188,1076,46,26,77300000
53,443012,4816,217,900,37,26,77300000
33,13938195,55881,1568,774,46,26,77300000
41,248960,5985,196,632,45,26,77300000
21,2656315,22179,561,932,38,26,77300000
49,2294684,12961,561,1026,41,26,77300000
33,243312,2088,102,1028,40,26,77300000
62,6926951,27407,877,1126,40,26,77300000
46,11448492,65272,3206,1319,44,26,77300000
30,9398071,35155,663,983,35,26,77300000
53,109640,6221,102,2111,48,26,77300000
39,1705562,11707,608,1433,42,26,77300000
48,1034767,5104,251,1212,42,26,77300000
42,5368729,25426,881,905,41,26,77300000
45,13367284,60706,1488,901,43,26,77300000
50,2662330,33278,2746,926,35,26,77300000
45,6980337,44306,1588,911,41,26,77300000
51,6765765,55545,9940,1124,36,26,77300000
57,11891791,56136,1067,1014,42,26,77300000
45,3045388,9195,428,473,33,26,77300000
37,584530,6440,169,2697,35,26,77300000
58,15732018,63877,1496,832,35,26,77300000
61,1202315,9987,627,2689,40,26,77300000
37,538981,4960,214,929,44,26,77300000
50,338263,4633,229,706,40,26,77300000
39,1027839,7201,465,1076,48,26,77300000
33,2489740,16472,1640,1064,33,26,77300000
45,692575,5038,218,1042,45,26,77300000
48,22508257,70609,2977,1016,43,26,77300000
64,1585751,12543,251,744,45,26,77300000
40,7592730,30821,1033,780,40,26,77300000
42,27286033,120698,10191,1261,45,26,77300000
48,3571030,25136,748,960,40,26,77300000
47,9116845,33845,1879,1137,47,26,77300000
44,6170629,36866,1130,926,42,26,77300000
52,53624,1710,70,1352,37,26,77300000
54,23567909,168989,4380,943,40,26,77300000
36,3950410,21015,830,918,43,26,77300000
27,982604,3431,126,991,36,26,77300000
44,4429890,36129,1288,770,39,26,77300000
51,1832871,11047,363,635,36,26,77300000
34,112666,1856,80,958,36,26,77300000
28,765394,4167,202,679,45,26,77300000
42,19586155,123650,2643,953,45,26,77300000
42,5268364,36222,2189,936,39,26,77300000
40,501326,6411,249,1249,43,26,77300000
66,14385691,46249,3328,719,39,26,77300000
38,3445563,18400,857,733,49,26,77300000
50,11520097,57139,1894,2324,42,26,77300000
44,519673,3162,204,905,35,26,77300000
49,313421,4121,171,916,43,26,77300000
54,1987659,12805,475,681,43,26,77300000
45,76494,1398,123,1163,33,26,77300000
66,1583073,15400,397,2771,41,26,77300000
50,10807744,63440,1615,981,39,26,77300000
32,52034,2413,129,994,33,26,77300000
51,734156,7938,246,498,40,26,77300000
38,1773047,16446,505,909,36,26,77300000
46,140325,4915,146,1279,37,26,77300000
31,267767,4014,265,280,36,26,77300000
55,12671454,62761,2524,1084,40,26,77300000
40,174679,2572,179,1294,35,26,77300000
33,1741851,7677,352,952,29,26,77300000
32,2409170,15940,628,2601,41,26,77300000
49,167609,2879,267,935,43,26,77300000
51,1144967,8596,475,1005,43,26,77300000
32,5531647,46173,1543,905,40,26,77300000
44,1075619,11148,254,1245,48,26,77300000
45,500900,5427,296,1076,48,26,77300000
41,2179226,11092,609,1058,33,26,77300000
47,2052483,18428,1892,1032,38,26,77300000
37,648262,4793,355,396,37,26,77300000
44,1436694,8158,332,721,43,26,77300000
24,11102677,79122,7387,457,31,26,77300000
44,677180,5234,342,1079,33,26,77300000
55,25856615,63821,2920,1389,44,26,77300000
44,93974,1425,110,1233,37,26,77300000
42,3713049,17616,1413,945,46,26,77300000
46,160624,2519,164,907,37,26,77300000
29,295193,6192,257,948,34,26,77300000
43,994419,8524,470,1098,40,26,77300000
49,194943,5432,218,1284,37,26,77300000
47,7136435,53463,3801,893,45,26,77300000
40,5650547,36997,1521,1004,36,26,77300000
46,1749164,11061,510,1087,37,26,77300000
33,4579677,36018,1393,925,37,26,77300000
38,350633,3736,439,1078,39,26,77300000
53,1477022,13649,564,959,43,26,77300000
46,4796489,24771,1046,949,42,26,77300000
46,3910751,13691,506,915,34,26,77300000
37,1662181,11262,547,2716,37,26,77300000
37,449543,5452,230,1092,37,26,77300000
37,520383,5291,239,463,31,26,77300000
38,2977260,23588,839,1026,43,26,77300000
54,1578566,13345,1779,952,47,26,77300000
49,260293,2906,,889,40,26,77300000
39,11907770,74371,2195,917,41,26,77300000
28,169169,2994,139,936,35,26,77300000
35,592298,7109,414,987,41,26,77300000
51,4982633,19975,1038,655,37,26,77300000
31,661694,4596,253,914,38,26,77300000
36,7841613,40899,1056,913,29,26,77300000
39,19754697,76250,2960,910,36,26,77300000
40,1385208,7883,231,889,35,26,77300000
55,293837,3085,402,2409,39,26,77300000
47,5755313,33733,1329,486,41,26,77300000
52,952557,4525,355,899,32,26,77300000
35,2556012,16681,539,924,42,26,77300000
32,42075501,162595,5670,2845,43,26,77300000
43,284462,5167,109,679,32,26,77300000
46,1522109,10013,468,869,40,26,77300000
41,14680077,58283,3072,1009,41,26,77300000
46,317939,4240,293,972,29,26,77300000
27,3930961,23167,685,441,41,26,77300000
43,6442181,39418,1595,910,37,26,77300000
35,118452,2633,106,938,31,26,77300000
35,178302,2358,181,994,31,26,77300000
52,2270885,15095,982,803,39,26,77300000
34,211189,2518,204,942,23,26,77300000
46,1393081,10280,517,1179,35,26,77300000
40,6102201,25341,1189,1304,38,26,77300000
34,110111,1981,134,939,37,26,77300000
36,691715,6901,325,866,34,26,77300000
58,3965679,20430,1190,1362,43,26,77300000
37,923630,6631,566,509,37,26,77300000
33,1481155,11279,301,777,43,26,77300000
43,15671258,115688,2247,925,38,26,77300000
49,785668,5347,226,923,39,26,77300000
38,640608,7744,303,936,36,26,77300000
44,64242721,195188,9402,1100,41,26,77300000
42,1712620,9252,1570,546,41,26,77300000
52,892203,8793,292,622,39,26,77300000
43,5829516,38044,1313,952,40,26,77300000
36,438808,6196,396,700,30,26,77300000
45,673329,8887,341,683,45,26,77300000
49,7558307,44902,1600,1072,40,26,77300000
37,297938,3194,197,1075,40,26,77300000
41,15787632,62654,1428,948,40,26,77300000
30,318435,3516,159,864,34,26,77300000
59,4593071,37429,5375,963,38,26,77300000
23,808852,4593,227,952,31,26,77300000
49,2166871,16273,816,937,40,26,77300000
43,315205,5870,174,2358,33,26,77300000
40,1474109,11932,433,978,28,26,77300000
42,4081829,12640,370,1149,37,26,77300000
41,127950,4690,106,950,31,26,77300000
51,630206,4972,247,1877,34,26,77300000
42,428791,4815,297,623,38,26,77300000
53,481746,7021,273,935,36,26,77300000
38,910751,6769,253,815,40,26,77300000
45,810188,13406,275,591,43,26,77300000
42,146520,2997,377,1150,44,26,77300000
40,8372425,45010,1854,1172,41,26,77300000
42,3265924,23810,489,879,34,26,77300000
44,752232,6648,240,918,38,26,77300000
61,992859,9006,333,912,35,26,77300000
51,2138165,21395,1385,928,41,26,77300000
41,2839988,23136,720,916,43,26,77300000
47,576270,7597,308,911,37,26,77300000
43,655346,5548,275,953,44,26,77300000
37,230422,5076,186,939,35,26,77300000
39,3671013,23839,996,1164,42,26,77300000
45,17018616,125336,34367,920,33,26,77300000
40,12510695,53775,2009,934,36,26,77300000
48,5644914,28353,794,1170,36,26,77300000
37,363368,4821,787,935,38,26,77300000
59,1019640,9510,382,872,32,26,77300000
48,810805,8427,319,910,43,26,77300000
49,377106,5154,300,1019,39,26,77300000
54,2841478,13744,783,915,35,26,77300000
56,425910,3660,458,1037,38,26,77300000
43,1142699,13446,493,829,43,26,77300000
62,16068380,76654,3789,927,39,26,77300000
35,8456847,55261,,1014,46,26,77300000
63,4327753,18917,510,959,33,26,77300000
40,895976,7503,339,887,38,26,77300000
62,7020555,30852,2056,892,36,26,77300000
49,5694039,30339,1466,1072,42,26,77300000
48,211095,2232,116,853,40,26,77300000
42,539915,4612,316,960,35,26,77300000
52,3018959,16838,734,1034,44,26,77300000
46,339258,4180,,2739,38,26,77300000
37,10954770,42149,1243,988,45,26,77300000
48,2334753,13083,498,910,39,26,77300000
49,1054371,11131,369,955,42,26,77300000
51,819470,7233,366,916,41,26,77300000
69,8459872,42129,1187,968,48,26,77300000
55,7150401,46901,702,944,46,26,77300000
30,790985,4667,240,1134,34,26,77300000
41,40002337,197796,8635,921,36,26,77300000
49,163017,2470,144,923,32,26,77300000
58,292661,3391,233,481,34,26,77300000
53,23260003,77244,7696,944,45,26,77300000
51,923335,7379,444,690,34,26,77300000
68,262669,2832,124,912,39,26,77300000
58,730119,4423,575,1128,33,26,77300000
39,1598404,10018,527,578,42,26,77300000
30,179862882,651512,22001,858,36,26,77300000
65,3706353,30195,2554,766,41,26,77300000
35,2287912,11254,844,342,34,26,77300000
45,6353929,34897,1266,929,38,26,77300000
48,1034002,6185,371,936,36,26,77300000
67,8314212,35948,1659,1169,39,26,77300000
38,894316,6765,606,702,26,26,77300000
58,3695817,22984,722,944,42,26,77300000
36,559578,4440,355,1018,36,26,77300000
35,971738,6689,647,887,41,26,77300000
39,487647,4420,276,914,30,26,77300000
37,715950,6130,326,952,37,26,77300000
35,306446,3116,261,416,31,26,77300000
34,476337,4715,313,824,38,26,77300000
56,1287088,7276,424,905,33,26,77300000
36,117100,1403,86,897,37,26,77300000
46,4637475,27271,1157,1074,34,26,77300000
46,13561266,68279,1207,1131,38,26,77300000
47,2053741,11527,311,885,39,26,77300000
47,392244,3452,267,981,43,26,77300000
41,1207308,7732,383,1211,44,26,77300000
34,119958,1878,132,948,37,26,77300000
49,2832635,14384,564,1027,45,26,77300000
50,8242986,41253,955,1248,44,26,77300000
37,104224,3167,103,1011,30,26,77300000
67,2006774,11069,397,917,46,26,77300000
57,4478252,30102,1133,967,37,26,77300000
58,88113,1530,112,2397,34,26,77300000
55,13423751,71099,2792,955,39,26,77300000
37,1979442,10521,568,1081,40,26,77300000
52,367880,3005,199,960,30,26,77300000
36,112271,1575,134,985,37,26,77300000
39,307101,3721,325,809,39,26,77300000
33,10416300,46598,0,944,38,26,77300000
70,14268879,74702,2315,3590,41,26,77300000
46,1048050,8270,397,576,38,26,77300000
38,109056,1994,189,936,39,26,77300000
53,877642,10857,507,1071,41,26,77300000
59,391562,4405,163,616,37,26,77300000
48,116079,1304,143,513,26,26,77300000
52,576259,6527,323,1346,35,26,77300000
49,142741,3195,214,781,34,26,77300000
53,106476,1518,120,922,29,26,77300000
30,3936887,18537,769,768,35,26,77300000
34,2195941,12239,507,939,39,26,77300000
34,353081,3805,272,931,38,26,77300000
53,908001,8173,472,1001,37,26,77300000
33,488980,4276,265,514,30,26,77300000
28,67481,1943,78,959,35,26,77300000
43,865610,7294,407,780,38,26,77300000
38,1754986,10714,761,948,43,26,77300000
49,496174,6527,365,937,30,26,77300000
46,1139888,11726,1773,933,41,26,77300000
51,410191,3873,292,1080,35,26,77300000
72,113080,2065,132,801,36,26,77300000
32,281185,3878,153,544,42,26,77300000
46,6598202,43212,2514,1101,37,26,77300000
43,93623,2015,84,633,30,26,77300000
59,463328,3532,192,951,34,26,77300000
45,9618939,42488,1801,965,41,26,77300000
41,1303200,16010,190,564,37,26,77300000
38,960113,6506,342,926,37,26,77300000
27,1352023,12458,569,670,30,26,77300000
40,13907132,37870,927,908,35,26,77300000
30,2120193,16895,801,912,44,26,77300000
48,1414391,9664,547,768,41,26,77300000
41,1741645,33204,420,1580,32,26,77300000
37,34332813,132395,8849,943,37,26,77300000
45,1001240,8708,435,987,33,26,77300000
48,155116,1679,193,916,31,26,77300000
30,1109423,7082,711,911,39,26,77300000
36,7162384,17932,985,1038,43,26,77300000
43,1071634,7431,139,937,42,26,77300000
34,285380,3154,524,609,37,26,77300000
36,2359739,12743,503,918,37,26,77300000
51,633127,10088,511,604,39,26,77300000
31,260817,2696,164,1508,39,26,77300000
35,6011624,34404,2196,958,43,26,77300000
61,733444,9943,248,1051,38,26,77300000
55,2050820,13386,529,710,36,26,77300000
41,5326566,28422,1556,936,44,26,77300000
43,9491563,99490,18678,939,41,26,77300000
42,8326426,41996,1047,515,34,26,77300000
40,6309771,32128,1018,999,35,26,77300000
39,103215,1858,88,1098,37,26,77300000
37,2353583,10214,339,706,41,26,77300000
33,915011,6945,554,775,35,26,77300000
42,698486,6140,471,1000,41,26,77300000
36,806430,6363,461,622,39,26,77300000
33,579272,5112,290,458,39,26,77300000
36,653598,6192,374,1143,33,26,77300000
41,9615968,56256,1862,956,39,26,77300000
53,508204,4690,272,897,44,26,77300000
37,2213148,16949,797,950,42,26,77300000
44,4485704,26598,1964,932,26,26,77300000
35,2030479,13510,549,914,44,26,77300000
52,1719171,12144,458,931,30,26,77300000
49,1925353,19040,5640,456,41,26,77300000
20,358367,3371,221,696,33,26,77300000
38,105637,1451,94,654,32,26,77300000
28,554615,4890,242,957,43,26,77300000
28,3064556,18707,1113,933,44,26,77300000
28,124133,1968,100,960,33,26,77300000
38,1719350,9769,522,999,35,26,77300000
28,435536,4127,242,906,37,26,77300000
17,287600,2987,200,498,32,26,77300000
39,5249693,51650,1452,1031,37,26,77300000
29,1095268,8930,,730,40,26,77300000
44,490748,6313,299,530,29,26,77300000
45,18863244,92244,4989,1102,48,26,77300000
47,6047164,30933,1322,925,37,26,77300000
48,609126,6764,473,917,36,26,77300000
39,1375733,5564,393,568,25,26,77300000
42,510011,3097,130,1018,29,26,77300000
33,424274,4375,247,934,39,26,77300000
38,1447934,11062,560,913,41,26,77300000
47,1239456,10743,681,1173,45,26,77300000
54,4421772,10751,667,3635,39,26,77300000
23,6391214,28052,730,909,30,26,77300000
51,160920,2226,292,638,32,26,77300000
39,401566,5835,393,1056,37,26,77300000
38,399074,4152,170,731,31,26,77300000
36,243722,2287,141,988,34,26,77300000
49,264247,3948,230,934,30,26,77300000
27,1753466,21431,1142,927,26,26,77300000
60,378927,3881,252,927,33,26,77300000
37,3164431,24003,663,923,32,26,77300000
36,242964,2752,299,571,29,26,77300000
31,6850766,25721,1228,988,34,26,77300000
61,2495634,12229,643,907,36,26,77300000
54,3961236,15708,555,777,32,26,77300000
38,1316721,13600,262,571,39,26,77300000
38,971586,10724,503,948,38,26,77300000
29,66614482,308742,13972,937,38,26,77300000
41,208020,3436,159,907,30,26,77300000
25,1993372,15623,902,3244,29,26,77300000
53,173375,2616,150,692,32,26,77300000
31,197882,2148,406,557,27,26,77300000
37,3156992,26252,1945,902,35,26,77300000
40,3258690,40259,832,513,29,26,77300000
32,193853,3308,120,798,35,26,77300000
37,887090,8211,367,589,32,26,77300000
41,3854236,33228,896,961,31,26,77300000
55,351660,4099,244,1096,30,26,77300000
35,21738434,133629,2400,739,33,26,77300000
40,10460770,49513,2302,1077,29,26,77300000
33,491775,5845,244,916,29,26,77300000
47,1096714,6086,328,915,35,26,77300000
40,6261643,41990,1897,2433,31,26,77300000
46,1339193,14790,676,643,37,26,77300000
39,643044,11177,237,925,31,26,77300000
34,11697138,89385,2532,1017,34,26,77300000
29,4965225,35187,1983,936,32,26,77300000
42,3051313,23780,1313,927,38,26,77300000
30,4503784,14771,428,1026,33,26,77300000
42,1868958,10250,488,909,28,26,77300000
30,9229527,55530,2063,1181,34,26,77300000
36,426019,4314,919,943,31,26,77300000
45,11263499,104390,5691,971,36,26,77300000
33,558605,3344,149,936,31,26,77300000
51,15344450,71657,2410,836,31,26,77300000
53,6650096,44029,,728,24,26,77300000
50,181680,1666,156,559,26,26,77300000
25,6695601,42191,1643,691,22,26,77300000
49,621426,7218,742,936,31,26,77300000
44,2929204,23499,733,943,34,26,77300000
48,4165684,41147,1481,924,30,26,77300000
60,207986,1994,184,998,32,26,77300000
38,561117,5647,215,533,31,26,77300000
42,8492444,68082,1535,642,31,26,77300000
34,4313290,20629,531,544,36,26,77300000
43,2858909,22630,1121,938,35,26,77300000
51,3598578,26447,1119,929,31,26,77300000
44,10677411,46722,1827,3632,32,26,77300000
32,717215,7170,691,966,32,26,77300000
50,1502152,11050,326,930,38,26,77300000
41,7758227,40266,1209,219,34,26,77300000
54,195601,3033,130,618,28,26,77300000
50,247959,3137,260,395,28,26,77300000
44,473957,4377,483,1001,29,26,77300000
50,12878560,154776,2182,517,37,26,77300000
45,1369299,11914,465,1016,37,26,77300000
55,6610800,38570,1098,598,34,26,77300000
46,1416832,19769,441,687,37,26,77300000
31,233842,3206,127,1033,36,26,77300000
